"","mes_ano","pais","valor"
"133",2000-01-01,"Australia",8860
"134",2000-02-01,"Australia",13970
"135",2000-03-01,"Australia",7330
"136",2000-04-01,"Australia",7880
"137",2000-05-01,"Australia",8960
"138",2000-06-01,"Australia",7590
"139",2000-07-01,"Australia",12470
"140",2000-08-01,"Australia",9920
"141",2000-09-01,"Australia",7830
"142",2000-10-01,"Australia",9950
"143",2000-11-01,"Australia",10930
"144",2000-12-01,"Australia",14570
"145",2001-01-01,"Australia",21470
"146",2001-02-01,"Australia",13420
"147",2001-03-01,"Australia",10390
"148",2001-04-01,"Australia",12660
"149",2001-05-01,"Australia",11320
"150",2001-06-01,"Australia",8530
"151",2001-07-01,"Australia",15990
"152",2001-08-01,"Australia",13440
"153",2001-09-01,"Australia",11480
"154",2001-10-01,"Australia",13080
"155",2001-11-01,"Australia",12260
"156",2001-12-01,"Australia",13900
"157",2002-01-01,"Australia",15400
"158",2002-02-01,"Australia",26200
"159",2002-03-01,"Australia",12280
"160",2002-04-01,"Australia",15080
"161",2002-05-01,"Australia",12630
"162",2002-06-01,"Australia",10530
"163",2002-07-01,"Australia",19390
"164",2002-08-01,"Australia",14980
"165",2002-09-01,"Australia",12880
"166",2002-10-01,"Australia",14720
"167",2002-11-01,"Australia",17770
"168",2002-12-01,"Australia",18160
"169",2003-01-01,"Australia",20840
"170",2003-02-01,"Australia",27030
"171",2003-03-01,"Australia",14260
"172",2003-04-01,"Australia",9480
"173",2003-05-01,"Australia",3100
"174",2003-06-01,"Australia",4520
"175",2003-07-01,"Australia",11340
"176",2003-08-01,"Australia",12130
"177",2003-09-01,"Australia",14970
"178",2003-10-01,"Australia",16670
"179",2003-11-01,"Australia",19760
"180",2003-12-01,"Australia",22040
"181",2004-01-01,"Australia",31210
"182",2004-02-01,"Australia",23390
"183",2004-03-01,"Australia",17540
"184",2004-04-01,"Australia",17690
"185",2004-05-01,"Australia",16220
"186",2004-06-01,"Australia",13930
"187",2004-07-01,"Australia",26040
"188",2004-08-01,"Australia",17410
"189",2004-09-01,"Australia",16370
"190",2004-10-01,"Australia",21390
"191",2004-11-01,"Australia",24150
"192",2004-12-01,"Australia",24870
"193",2005-01-01,"Australia",37780
"194",2005-02-01,"Australia",38480
"195",2005-03-01,"Australia",17170
"196",2005-04-01,"Australia",18720
"197",2005-05-01,"Australia",15640
"198",2005-06-01,"Australia",14120
"199",2005-07-01,"Australia",28560
"200",2005-08-01,"Australia",20620
"201",2005-09-01,"Australia",17120
"202",2005-10-01,"Australia",19310
"203",2005-11-01,"Australia",29060
"204",2005-12-01,"Australia",26150
"205",2006-01-01,"Australia",32210
"206",2006-02-01,"Australia",35040
"207",2006-03-01,"Australia",21350
"208",2006-04-01,"Australia",24180
"209",2006-05-01,"Australia",19810
"210",2006-06-01,"Australia",16730
"211",2006-07-01,"Australia",31740
"212",2006-08-01,"Australia",22980
"213",2006-09-01,"Australia",21440
"214",2006-10-01,"Australia",23470
"215",2006-11-01,"Australia",29420
"216",2006-12-01,"Australia",27200
"217",2007-01-01,"Australia",28110
"218",2007-02-01,"Australia",53620
"219",2007-03-01,"Australia",31630
"220",2007-04-01,"Australia",26560
"221",2007-05-01,"Australia",19590
"222",2007-06-01,"Australia",19190
"223",2007-07-01,"Australia",32930
"224",2007-08-01,"Australia",29090
"225",2007-09-01,"Australia",23360
"226",2007-10-01,"Australia",25410
"227",2007-11-01,"Australia",34760
"228",2007-12-01,"Australia",30360
"229",2008-01-01,"Australia",35390
"230",2008-02-01,"Australia",55920
"231",2008-03-01,"Australia",29640
"232",2008-04-01,"Australia",35330
"233",2008-05-01,"Australia",23030
"234",2008-06-01,"Australia",17980
"235",2008-07-01,"Australia",34370
"236",2008-08-01,"Australia",21830
"237",2008-09-01,"Australia",19290
"238",2008-10-01,"Australia",21130
"239",2008-11-01,"Australia",28890
"240",2008-12-01,"Australia",31560
"241",2009-01-01,"Australia",54160
"242",2009-02-01,"Australia",46470
"243",2009-03-01,"Australia",33940
"244",2009-04-01,"Australia",30720
"245",2009-05-01,"Australia",18700
"246",2009-06-01,"Australia",14110
"247",2009-07-01,"Australia",30190
"248",2009-08-01,"Australia",23020
"249",2009-09-01,"Australia",22630
"250",2009-10-01,"Australia",26750
"251",2009-11-01,"Australia",31210
"252",2009-12-01,"Australia",30790
"253",2010-01-01,"Australia",36830
"254",2010-02-01,"Australia",72940
"255",2010-03-01,"Australia",35130
"256",2010-04-01,"Australia",32220
"257",2010-05-01,"Australia",25910
"258",2010-06-01,"Australia",22820
"259",2010-07-01,"Australia",47700
"260",2010-08-01,"Australia",36790
"261",2010-09-01,"Australia",29080
"262",2010-10-01,"Australia",28790
"263",2010-11-01,"Australia",42210
"264",2010-12-01,"Australia",41390
"265",2011-01-01,"Australia",59880
"266",2011-02-01,"Australia",77980
"267",2011-03-01,"Australia",41330
"268",2011-04-01,"Australia",35080
"269",2011-05-01,"Australia",30210
"270",2011-06-01,"Australia",27930
"271",2011-07-01,"Australia",53940
"272",2011-08-01,"Australia",44350
"273",2011-09-01,"Australia",34110
"274",2011-10-01,"Australia",37720
"275",2011-11-01,"Australia",50480
"276",2011-12-01,"Australia",47530
"277",2012-01-01,"Australia",77400
"278",2012-02-01,"Australia",67650
"279",2012-03-01,"Australia",54400
"280",2012-04-01,"Australia",47360
"281",2012-05-01,"Australia",35040
"282",2012-06-01,"Australia",33830
"283",2012-07-01,"Australia",60780
"284",2012-08-01,"Australia",51980
"285",2012-09-01,"Australia",43610
"286",2012-10-01,"Australia",44860
"287",2012-11-01,"Australia",57170
"288",2012-12-01,"Australia",54020
"289",2013-01-01,"Australia",58320
"290",2013-02-01,"Australia",112060
"291",2013-03-01,"Australia",63110
"292",2013-04-01,"Australia",58900
"293",2013-05-01,"Australia",45400
"294",2013-06-01,"Australia",39420
"295",2013-07-01,"Australia",73130
"296",2013-08-01,"Australia",61540
"297",2013-09-01,"Australia",58340
"298",2013-10-01,"Australia",43010
"299",2013-11-01,"Australia",51970
"300",2013-12-01,"Australia",55560
"301",2014-01-01,"Australia",97720
"302",2014-02-01,"Australia",105950
"303",2014-03-01,"Australia",70130
"304",2014-04-01,"Australia",61120
"305",2014-05-01,"Australia",49080
"306",2014-06-01,"Australia",46180
"307",2014-07-01,"Australia",83430
"308",2014-08-01,"Australia",73870
"309",2014-09-01,"Australia",62330
"310",2014-10-01,"Australia",59110
"311",2014-11-01,"Australia",70590
"312",2014-12-01,"Australia",71520
"313",2015-01-01,"Australia",74160
"314",2015-02-01,"Australia",165510
"315",2015-03-01,"Australia",83780
"316",2015-04-01,"Australia",73360
"317",2015-05-01,"Australia",62710
"318",2015-06-01,"Australia",55590
"319",2015-07-01,"Australia",95300
"320",2015-08-01,"Australia",85940
"321",2015-09-01,"Australia",77030
"322",2015-10-01,"Australia",76530
"323",2015-11-01,"Australia",87900
"324",2015-12-01,"Australia",94090
"325",2016-01-01,"Australia",115290
"326",2016-02-01,"Australia",175010
"327",2016-03-01,"Australia",102650
"328",2016-04-01,"Australia",97900
"329",2016-05-01,"Australia",71990
"330",2016-06-01,"Australia",66050
"331",2016-07-01,"Australia",119790
"332",2016-08-01,"Australia",94370
"333",2016-09-01,"Australia",82390
"334",2016-10-01,"Australia",86290
"335",2016-11-01,"Australia",97090
"336",2016-12-01,"Australia",99420
"337",2017-01-01,"Australia",166870
"338",2017-02-01,"Australia",143430
"339",2017-03-01,"Australia",111130
"340",2017-04-01,"Australia",101810
"341",2017-05-01,"Australia",80110
"342",2017-06-01,"Australia",76370
"343",2017-07-01,"Australia",149830
"344",2017-08-01,"Australia",116380
"345",2017-09-01,"Australia",97690
"346",2017-10-01,"Australia",100400
"347",2017-11-01,"Australia",101350
"348",2017-12-01,"Australia",111540
"349",2018-01-01,"Australia",118310
"350",2018-02-01,"Australia",227410
"351",2018-03-01,"Australia",122490
"352",2018-04-01,"Australia",109260
"353",2018-05-01,"Australia",89540
"354",2018-06-01,"Australia",77360
"355",2018-07-01,"Australia",153500
"356",2018-08-01,"Australia",117060
"357",2018-09-01,"Australia",97640
"358",2018-10-01,"Australia",101320
"359",2018-11-01,"Australia",102910
"360",2018-12-01,"Australia",115340
"361",2019-01-01,"Australia",142850
"362",2019-02-01,"Australia",206280
"363",2019-03-01,"Australia",124370
"364",2019-04-01,"Australia",96240
"365",2019-05-01,"Australia",94690
"366",2019-06-01,"Australia",80680
"367",2019-07-01,"Australia",150390
"368",2019-08-01,"Australia",128280
"369",2019-09-01,"Australia",98990
"370",2019-10-01,"Australia",102710
"371",2019-11-01,"Australia",101390
"372",2019-12-01,"Australia",111800
"373",2020-01-01,"Australia",156610
"374",2020-02-01,"Australia",21330
"375",2020-03-01,"Australia",27940
"376",2020-04-01,"Australia",50
"377",2020-05-01,"Australia",90
"378",2020-06-01,"Australia",180
"379",2020-07-01,"Australia",130
"380",2020-08-01,"Australia",160
"381",2020-09-01,"Australia",200
"382",2020-10-01,"Australia",340
"383",2020-11-01,"Australia",340
"384",2020-12-01,"Australia",320
"385",2021-01-01,"Australia",380
"386",2021-02-01,"Australia",250
"387",2021-03-01,"Australia",260
"388",2021-04-01,"Australia",310
"389",2021-05-01,"Australia",360
"390",2021-06-01,"Australia",360
"391",2021-07-01,"Australia",250
"392",2021-08-01,"Australia",270
"393",2021-09-01,"Australia",140
"394",2021-10-01,"Australia",160
"395",2021-11-01,"Australia",1030
"396",2021-12-01,"Australia",2780
"397",2022-01-01,"Australia",3740
"398",2022-02-01,"Australia",7720
"399",2022-03-01,"Australia",5130
"400",2022-04-01,"Australia",3550
"401",2022-05-01,"Australia",4250
"402",2022-06-01,"Australia",6550
"403",2022-07-01,"Australia",12390
"404",2022-08-01,"Australia",8390
"405",2022-09-01,"Australia",7480
"406",2022-10-01,"Australia",7070
"407",2022-11-01,"Australia",9100
"408",2022-12-01,"Australia",13880
"409",2023-01-01,"Australia",14630
"410",2023-02-01,"Australia",NA
"411",2003-05-01,"Austria",2091
"412",2003-06-01,"Austria",2886
"413",2003-07-01,"Austria",5271
"414",2003-08-01,"Austria",11786
"415",2003-09-01,"Austria",15085
"416",2003-10-01,"Austria",18506
"417",2003-11-01,"Austria",16297
"418",2003-12-01,"Austria",11244
"419",2004-01-01,"Austria",6353
"420",2004-02-01,"Austria",5455
"421",2004-03-01,"Austria",5894
"422",2004-04-01,"Austria",11939
"423",2004-05-01,"Austria",13940
"424",2004-06-01,"Austria",17124
"425",2004-07-01,"Austria",19686
"426",2004-08-01,"Austria",21697
"427",2004-09-01,"Austria",19458
"428",2004-10-01,"Austria",19267
"429",2004-11-01,"Austria",20048
"430",2004-12-01,"Austria",11500
"431",2005-01-01,"Austria",6270
"432",2005-02-01,"Austria",7030
"433",2005-03-01,"Austria",6851
"434",2005-04-01,"Austria",11994
"435",2005-05-01,"Austria",14728
"436",2005-06-01,"Austria",18453
"437",2005-07-01,"Austria",21648
"438",2005-08-01,"Austria",23058
"439",2005-09-01,"Austria",20948
"440",2005-10-01,"Austria",19414
"441",2005-11-01,"Austria",14326
"442",2005-12-01,"Austria",12057
"443",2006-01-01,"Austria",7204
"444",2006-02-01,"Austria",8355
"445",2006-03-01,"Austria",8172
"446",2006-04-01,"Austria",13918
"447",2006-05-01,"Austria",15964
"448",2006-06-01,"Austria",18432
"449",2006-07-01,"Austria",21767
"450",2006-08-01,"Austria",19595
"451",2006-09-01,"Austria",18913
"452",2006-10-01,"Austria",19064
"453",2006-11-01,"Austria",14939
"454",2006-12-01,"Austria",10357
"455",2007-01-01,"Austria",7077
"456",2007-02-01,"Austria",7746
"457",2007-03-01,"Austria",6437
"458",2007-04-01,"Austria",14483
"459",2007-05-01,"Austria",13669
"460",2007-06-01,"Austria",17491
"461",2007-07-01,"Austria",18256
"462",2007-08-01,"Austria",22901
"463",2007-09-01,"Austria",19571
"464",2007-10-01,"Austria",19004
"465",2007-11-01,"Austria",13575
"466",2007-12-01,"Austria",10913
"467",2008-01-01,"Austria",7103
"468",2008-02-01,"Austria",8437
"469",2008-03-01,"Austria",8209
"470",2008-04-01,"Austria",12418
"471",2008-05-01,"Austria",17886
"472",2008-06-01,"Austria",13769
"473",2008-07-01,"Austria",24034
"474",2008-08-01,"Austria",15013
"475",2008-09-01,"Austria",15277
"476",2008-10-01,"Austria",14957
"477",2008-11-01,"Austria",10413
"478",2008-12-01,"Austria",8674
"479",2009-01-01,"Austria",7629
"480",2009-02-01,"Austria",5533
"481",2009-03-01,"Austria",8653
"482",2009-04-01,"Austria",14732
"483",2009-05-01,"Austria",17114
"484",2009-06-01,"Austria",13228
"485",2009-07-01,"Austria",16564
"486",2009-08-01,"Austria",18644
"487",2009-09-01,"Austria",16101
"488",2009-10-01,"Austria",17541
"489",2009-11-01,"Austria",10051
"490",2009-12-01,"Austria",9389
"491",2010-01-01,"Austria",5843
"492",2010-02-01,"Austria",7675
"493",2010-03-01,"Austria",8978
"494",2010-04-01,"Austria",13200
"495",2010-05-01,"Austria",16537
"496",2010-06-01,"Austria",18518
"497",2010-07-01,"Austria",22256
"498",2010-08-01,"Austria",24076
"499",2010-09-01,"Austria",22795
"500",2010-10-01,"Austria",19805
"501",2010-11-01,"Austria",12725
"502",2010-12-01,"Austria",9874
"503",2011-01-01,"Austria",6806
"504",2011-02-01,"Austria",12020
"505",2011-03-01,"Austria",11913
"506",2011-04-01,"Austria",22496
"507",2011-05-01,"Austria",25527
"508",2011-06-01,"Austria",26073
"509",2011-07-01,"Austria",35108
"510",2011-08-01,"Austria",35053
"511",2011-09-01,"Austria",29164
"512",2011-10-01,"Austria",26825
"513",2011-11-01,"Austria",15547
"514",2011-12-01,"Austria",13412
"515",2012-01-01,"Austria",15648
"516",2012-02-01,"Austria",11573
"517",2012-03-01,"Austria",14227
"518",2012-04-01,"Austria",27678
"519",2012-05-01,"Austria",33749
"520",2012-06-01,"Austria",36446
"521",2012-07-01,"Austria",46824
"522",2012-08-01,"Austria",48939
"523",2012-09-01,"Austria",41009
"524",2012-10-01,"Austria",41181
"525",2012-11-01,"Austria",20576
"526",2012-12-01,"Austria",16807
"527",2013-01-01,"Austria",8607
"528",2013-02-01,"Austria",16815
"529",2013-03-01,"Austria",18837
"530",2013-04-01,"Austria",31966
"531",2013-05-01,"Austria",40439
"532",2013-06-01,"Austria",43810
"533",2013-07-01,"Austria",58687
"534",2013-08-01,"Austria",53769
"535",2013-09-01,"Austria",49198
"536",2013-10-01,"Austria",42630
"537",2013-11-01,"Austria",23892
"538",2013-12-01,"Austria",19859
"539",2014-01-01,"Austria",16884
"540",2014-02-01,"Austria",22273
"541",2014-03-01,"Austria",28956
"542",2014-04-01,"Austria",40697
"543",2014-05-01,"Austria",45279
"544",2014-06-01,"Austria",46878
"545",2014-07-01,"Austria",68147
"546",2014-08-01,"Austria",64859
"547",2014-09-01,"Austria",50399
"548",2014-10-01,"Austria",54617
"549",2014-11-01,"Austria",30948
"550",2014-12-01,"Austria",27988
"551",2015-01-01,"Austria",19447
"552",2015-02-01,"Austria",32988
"553",2015-03-01,"Austria",37122
"554",2015-04-01,"Austria",56461
"555",2015-05-01,"Austria",70834
"556",2015-06-01,"Austria",77752
"557",2015-07-01,"Austria",101613
"558",2015-08-01,"Austria",100882
"559",2015-09-01,"Austria",77048
"560",2015-10-01,"Austria",74838
"561",2015-11-01,"Austria",38281
"562",2015-12-01,"Austria",27853
"563",2016-01-01,"Austria",21246
"564",2016-02-01,"Austria",32158
"565",2016-03-01,"Austria",41193
"566",2016-04-01,"Austria",57463
"567",2016-05-01,"Austria",73727
"568",2016-06-01,"Austria",76914
"569",2016-07-01,"Austria",97675
"570",2016-08-01,"Austria",94760
"571",2016-09-01,"Austria",73470
"572",2016-10-01,"Austria",77260
"573",2016-11-01,"Austria",49122
"574",2016-12-01,"Austria",36541
"575",2017-01-01,"Austria",41736
"576",2017-02-01,"Austria",42273
"577",2017-03-01,"Austria",53079
"578",2017-04-01,"Austria",67901
"579",2017-05-01,"Austria",90569
"580",2017-06-01,"Austria",93570
"581",2017-07-01,"Austria",111725
"582",2017-08-01,"Austria",106321
"583",2017-09-01,"Austria",87672
"584",2017-10-01,"Austria",100960
"585",2017-11-01,"Austria",56124
"586",2017-12-01,"Austria",47706
"587",2018-01-01,"Austria",33666
"588",2018-02-01,"Austria",54547
"589",2018-03-01,"Austria",56224
"590",2018-04-01,"Austria",73892
"591",2018-05-01,"Austria",97632
"592",2018-06-01,"Austria",105020
"593",2018-07-01,"Austria",121990
"594",2018-08-01,"Austria",118033
"595",2018-09-01,"Austria",99190
"596",2018-10-01,"Austria",104813
"597",2018-11-01,"Austria",59398
"598",2018-12-01,"Austria",48593
"599",2019-01-01,"Austria",39178
"600",2019-02-01,"Austria",55972
"601",2019-03-01,"Austria",61045
"602",2019-04-01,"Austria",80045
"603",2019-05-01,"Austria",98191
"604",2019-06-01,"Austria",109860
"605",2019-07-01,"Austria",128380
"606",2019-08-01,"Austria",122578
"607",2019-09-01,"Austria",101477
"608",2019-10-01,"Austria",116176
"609",2019-11-01,"Austria",68545
"610",2019-12-01,"Austria",52055
"611",2020-01-01,"Austria",53354
"612",2020-02-01,"Austria",13084
"613",2020-03-01,"Austria",2908
"614",2020-04-01,"Austria",23
"615",2020-05-01,"Austria",46
"616",2020-06-01,"Austria",207
"617",2020-07-01,"Austria",551
"618",2020-08-01,"Austria",647
"619",2020-09-01,"Austria",375
"620",2020-10-01,"Austria",262
"621",2020-11-01,"Austria",92
"622",2020-12-01,"Austria",126
"623",2021-01-01,"Austria",100
"624",2021-02-01,"Austria",93
"625",2021-03-01,"Austria",115
"626",2021-04-01,"Austria",75
"627",2021-05-01,"Austria",216
"628",2021-06-01,"Austria",416
"629",2021-07-01,"Austria",945
"630",2021-08-01,"Austria",1493
"631",2021-09-01,"Austria",1110
"632",2021-10-01,"Austria",1357
"633",2021-11-01,"Austria",960
"634",2021-12-01,"Austria",1460
"635",2022-01-01,"Austria",887
"636",2022-02-01,"Austria",891
"637",2022-03-01,"Austria",1615
"638",2022-04-01,"Austria",2156
"639",2022-05-01,"Austria",2942
"640",2022-06-01,"Austria",3275
"641",2022-07-01,"Austria",5290
"642",2022-08-01,"Austria",4745
"643",2022-09-01,"Austria",4352
"644",2022-10-01,"Austria",5018
"645",2022-11-01,"Austria",4220
"646",2022-12-01,"Austria",7166
"647",2023-01-01,"Austria",4440
"648",2023-02-01,"Austria",NA
"649",2003-01-01,"Cambodia",2894
"650",2003-02-01,"Cambodia",3921
"651",2003-03-01,"Cambodia",3568
"652",2003-04-01,"Cambodia",2598
"653",2003-05-01,"Cambodia",1763
"654",2003-06-01,"Cambodia",2368
"655",2003-07-01,"Cambodia",3450
"656",2003-08-01,"Cambodia",5081
"657",2003-09-01,"Cambodia",3338
"658",2003-10-01,"Cambodia",2524
"659",2003-11-01,"Cambodia",3336
"660",2003-12-01,"Cambodia",3823
"661",2004-01-01,"Cambodia",4636
"662",2004-02-01,"Cambodia",3289
"663",2004-03-01,"Cambodia",3524
"664",2004-04-01,"Cambodia",3949
"665",2004-05-01,"Cambodia",4026
"666",2004-06-01,"Cambodia",3382
"667",2004-07-01,"Cambodia",3558
"668",2004-08-01,"Cambodia",3556
"669",2004-09-01,"Cambodia",3929
"670",2004-10-01,"Cambodia",4418
"671",2004-11-01,"Cambodia",3935
"672",2004-12-01,"Cambodia",4123
"673",2005-01-01,"Cambodia",3289
"674",2005-02-01,"Cambodia",7029
"675",2005-03-01,"Cambodia",4286
"676",2005-04-01,"Cambodia",4896
"677",2005-05-01,"Cambodia",4689
"678",2005-06-01,"Cambodia",4165
"679",2005-07-01,"Cambodia",4681
"680",2005-08-01,"Cambodia",4806
"681",2005-09-01,"Cambodia",4909
"682",2005-10-01,"Cambodia",5851
"683",2005-11-01,"Cambodia",5280
"684",2005-12-01,"Cambodia",5272
"685",2006-01-01,"Cambodia",5927
"686",2006-02-01,"Cambodia",7544
"687",2006-03-01,"Cambodia",6090
"688",2006-04-01,"Cambodia",6927
"689",2006-05-01,"Cambodia",5050
"690",2006-06-01,"Cambodia",5082
"691",2006-07-01,"Cambodia",5792
"692",2006-08-01,"Cambodia",6527
"693",2006-09-01,"Cambodia",7370
"694",2006-10-01,"Cambodia",7376
"695",2006-11-01,"Cambodia",7526
"696",2006-12-01,"Cambodia",9329
"697",2007-01-01,"Cambodia",8693
"698",2007-02-01,"Cambodia",12944
"699",2007-03-01,"Cambodia",8978
"700",2007-04-01,"Cambodia",10221
"701",2007-05-01,"Cambodia",9432
"702",2007-06-01,"Cambodia",7417
"703",2007-07-01,"Cambodia",7943
"704",2007-08-01,"Cambodia",8614
"705",2007-09-01,"Cambodia",8673
"706",2007-10-01,"Cambodia",11459
"707",2007-11-01,"Cambodia",11278
"708",2007-12-01,"Cambodia",12765
"709",2008-01-01,"Cambodia",11009
"710",2008-02-01,"Cambodia",17200
"711",2008-03-01,"Cambodia",12402
"712",2008-04-01,"Cambodia",11767
"713",2008-05-01,"Cambodia",9804
"714",2008-06-01,"Cambodia",7604
"715",2008-07-01,"Cambodia",8350
"716",2008-08-01,"Cambodia",8584
"717",2008-09-01,"Cambodia",9995
"718",2008-10-01,"Cambodia",10754
"719",2008-11-01,"Cambodia",10495
"720",2008-12-01,"Cambodia",11662
"721",2009-01-01,"Cambodia",16893
"722",2009-02-01,"Cambodia",12067
"723",2009-03-01,"Cambodia",9508
"724",2009-04-01,"Cambodia",10204
"725",2009-05-01,"Cambodia",7781
"726",2009-06-01,"Cambodia",5695
"727",2009-07-01,"Cambodia",7987
"728",2009-08-01,"Cambodia",10513
"729",2009-09-01,"Cambodia",10089
"730",2009-10-01,"Cambodia",11904
"731",2009-11-01,"Cambodia",12253
"732",2009-12-01,"Cambodia",13316
"733",2010-01-01,"Cambodia",13472
"734",2010-02-01,"Cambodia",20771
"735",2010-03-01,"Cambodia",14698
"736",2010-04-01,"Cambodia",14455
"737",2010-05-01,"Cambodia",11162
"738",2010-06-01,"Cambodia",9777
"739",2010-07-01,"Cambodia",14306
"740",2010-08-01,"Cambodia",15658
"741",2010-09-01,"Cambodia",13530
"742",2010-10-01,"Cambodia",16331
"743",2010-11-01,"Cambodia",16738
"744",2010-12-01,"Cambodia",16738
"745",2011-01-01,"Cambodia",21927
"746",2011-02-01,"Cambodia",26259
"747",2011-03-01,"Cambodia",18650
"748",2011-04-01,"Cambodia",18339
"749",2011-05-01,"Cambodia",14356
"750",2011-06-01,"Cambodia",14244
"751",2011-07-01,"Cambodia",22241
"752",2011-08-01,"Cambodia",22476
"753",2011-09-01,"Cambodia",19041
"754",2011-10-01,"Cambodia",20817
"755",2011-11-01,"Cambodia",22126
"756",2011-12-01,"Cambodia",26721
"757",2012-01-01,"Cambodia",35398
"758",2012-02-01,"Cambodia",27079
"759",2012-03-01,"Cambodia",26375
"760",2012-04-01,"Cambodia",23731
"761",2012-05-01,"Cambodia",19386
"762",2012-06-01,"Cambodia",19918
"763",2012-07-01,"Cambodia",27364
"764",2012-08-01,"Cambodia",28366
"765",2012-09-01,"Cambodia",26819
"766",2012-10-01,"Cambodia",30892
"767",2012-11-01,"Cambodia",32592
"768",2012-12-01,"Cambodia",35974
"769",2013-01-01,"Cambodia",39961
"770",2013-02-01,"Cambodia",55482
"771",2013-03-01,"Cambodia",42340
"772",2013-04-01,"Cambodia",36371
"773",2013-05-01,"Cambodia",28273
"774",2013-06-01,"Cambodia",28570
"775",2013-07-01,"Cambodia",36509
"776",2013-08-01,"Cambodia",38043
"777",2013-09-01,"Cambodia",34345
"778",2013-10-01,"Cambodia",36676
"779",2013-11-01,"Cambodia",40691
"780",2013-12-01,"Cambodia",45862
"781",2014-01-01,"Cambodia",51200
"782",2014-02-01,"Cambodia",61597
"783",2014-03-01,"Cambodia",50071
"784",2014-04-01,"Cambodia",41870
"785",2014-05-01,"Cambodia",35919
"786",2014-06-01,"Cambodia",34373
"787",2014-07-01,"Cambodia",43215
"788",2014-08-01,"Cambodia",46637
"789",2014-09-01,"Cambodia",42448
"790",2014-10-01,"Cambodia",48135
"791",2014-11-01,"Cambodia",52395
"792",2014-12-01,"Cambodia",52475
"793",2015-01-01,"Cambodia",53165
"794",2015-02-01,"Cambodia",70965
"795",2015-03-01,"Cambodia",62996
"796",2015-04-01,"Cambodia",54800
"797",2015-05-01,"Cambodia",47684
"798",2015-06-01,"Cambodia",45432
"799",2015-07-01,"Cambodia",60710
"800",2015-08-01,"Cambodia",65766
"801",2015-09-01,"Cambodia",51503
"802",2015-10-01,"Cambodia",60266
"803",2015-11-01,"Cambodia",56499
"804",2015-12-01,"Cambodia",64926
"805",2016-01-01,"Cambodia",66764
"806",2016-02-01,"Cambodia",81032
"807",2016-03-01,"Cambodia",69417
"808",2016-04-01,"Cambodia",57623
"809",2016-05-01,"Cambodia",50370
"810",2016-06-01,"Cambodia",53531
"811",2016-07-01,"Cambodia",66220
"812",2016-08-01,"Cambodia",69461
"813",2016-09-01,"Cambodia",62865
"814",2016-10-01,"Cambodia",75861
"815",2016-11-01,"Cambodia",83358
"816",2016-12-01,"Cambodia",93501
"817",2017-01-01,"Cambodia",80407
"818",2017-02-01,"Cambodia",92031
"819",2017-03-01,"Cambodia",100565
"820",2017-04-01,"Cambodia",87780
"821",2017-05-01,"Cambodia",80287
"822",2017-06-01,"Cambodia",88897
"823",2017-07-01,"Cambodia",104993
"824",2017-08-01,"Cambodia",107636
"825",2017-09-01,"Cambodia",98744
"826",2017-10-01,"Cambodia",108516
"827",2017-11-01,"Cambodia",127852
"828",2017-12-01,"Cambodia",133074
"829",2018-01-01,"Cambodia",153207
"830",2018-02-01,"Cambodia",164679
"831",2018-03-01,"Cambodia",188054
"832",2018-04-01,"Cambodia",141412
"833",2018-05-01,"Cambodia",141035
"834",2018-06-01,"Cambodia",143376
"835",2018-07-01,"Cambodia",163906
"836",2018-08-01,"Cambodia",182768
"837",2018-09-01,"Cambodia",162284
"838",2018-10-01,"Cambodia",188125
"839",2018-11-01,"Cambodia",196069
"840",2018-12-01,"Cambodia",199528
"841",2019-01-01,"Cambodia",182449
"842",2019-02-01,"Cambodia",236123
"843",2019-03-01,"Cambodia",264864
"844",2019-04-01,"Cambodia",203603
"845",2019-05-01,"Cambodia",216531
"846",2019-06-01,"Cambodia",188916
"847",2019-07-01,"Cambodia",208198
"848",2019-08-01,"Cambodia",201212
"849",2019-09-01,"Cambodia",163060
"850",2019-10-01,"Cambodia",161546
"851",2019-11-01,"Cambodia",155031
"852",2019-12-01,"Cambodia",180316
"853",2020-01-01,"Cambodia",123550
"854",2020-02-01,"Cambodia",68272
"855",2020-03-01,"Cambodia",67910
"856",2020-04-01,"Cambodia",3031
"857",2020-05-01,"Cambodia",6125
"858",2020-06-01,"Cambodia",6785
"859",2020-07-01,"Cambodia",7390
"860",2020-08-01,"Cambodia",9240
"861",2020-09-01,"Cambodia",10523
"862",2020-10-01,"Cambodia",11465
"863",2020-11-01,"Cambodia",8168
"864",2020-12-01,"Cambodia",7214
"865",2021-01-01,"Cambodia",4770
"866",2021-02-01,"Cambodia",4789
"867",2021-03-01,"Cambodia",14278
"868",2021-04-01,"Cambodia",2149
"869",2021-05-01,"Cambodia",1707
"870",2021-06-01,"Cambodia",2058
"871",2021-07-01,"Cambodia",2731
"872",2021-08-01,"Cambodia",2158
"873",2021-09-01,"Cambodia",2557
"874",2021-10-01,"Cambodia",2594
"875",2021-11-01,"Cambodia",2604
"876",2021-12-01,"Cambodia",3380
"877",2022-01-01,"Cambodia",2497
"878",2022-02-01,"Cambodia",2992
"879",2022-03-01,"Cambodia",4264
"880",2022-04-01,"Cambodia",5650
"881",2022-05-01,"Cambodia",7072
"882",2022-06-01,"Cambodia",8279
"883",2022-07-01,"Cambodia",10667
"884",2022-08-01,"Cambodia",9899
